PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeMissing,Ticket_clean,TicketPrefix,FareMissing,CabinKnown,CabinDeck,FamilySize,IsAlone,LogFare,FarePerPerson,TicketGroupSize,TicketGroupFarePerPerson,AgeBand,FareBand,Sex_Pclass,Sex_AgeBand,Embarked_Pclass,Pclass_FareBand,Survived
222,2,male,27.0,0,0,13.0,S,0,220367,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",0
223,3,male,51.0,0,0,8.05,S,0,21440,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(40.0, 80.0]","(7.854, 10.5]",male_3,"male_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",0
224,3,male,25.0,0,0,7.8958,S,1,349234,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
225,1,male,38.0,1,0,90.0,S,0,19943,NONE,0,1,C,2,0,4.51085950651685,45.0,2,45.0,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
226,3,male,22.0,0,0,9.35,S,0,PP 4348,OTHER,0,0,Unknown,1,1,2.336986519711378,9.35,1,9.35,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
227,2,male,19.0,0,0,10.5,S,0,SW PP 751,OTHER,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(0.419, 20.0]","(7.854, 10.5]",male_2,"male_(0.419, 20.0]",S_2,"2_(7.854, 10.5]",1
228,3,male,20.5,0,0,7.25,S,0,A 5 21173,A,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
229,2,male,18.0,0,0,13.0,S,0,236171,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(0.419, 20.0]","(10.5, 21.679]",male_2,"male_(0.419, 20.0]",S_2,"2_(10.5, 21.679]",0
230,3,female,21.5,3,1,25.4667,S,1,4133,NONE,0,0,Unknown,5,0,3.275887339030031,5.09334,4,6.366675,"(20.0, 25.0]","(21.679, 39.688]",female_3,"female_(20.0, 25.0]",S_3,"3_(21.679, 39.688]",0
231,1,female,35.0,1,0,83.475,S,0,36973,NONE,0,1,C,2,0,4.436455632600354,41.7375,2,41.7375,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
232,3,male,29.0,0,0,7.775,S,0,347067,NONE,0,0,Unknown,1,1,2.1719067693519296,7.775,1,7.775,"(25.0, 30.0]","(-0.001, 7.854]",male_3,"male_(25.0, 30.0]",S_3,"3_(-0.001, 7.854]",0
233,2,male,59.0,0,0,13.5,S,0,237442,NONE,0,0,Unknown,1,1,2.6741486494265287,13.5,1,13.5,"(40.0, 80.0]","(10.5, 21.679]",male_2,"male_(40.0, 80.0]",S_2,"2_(10.5, 21.679]",0
234,3,female,5.0,4,2,31.3875,S,0,347077,NONE,0,0,Unknown,7,0,3.4777725458882283,4.483928571428572,4,7.846875,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",1
235,2,male,24.0,0,0,10.5,S,0,C A 29566,C,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(20.0, 25.0]","(7.854, 10.5]",male_2,"male_(20.0, 25.0]",S_2,"2_(7.854, 10.5]",0
236,3,female,21.5,0,0,7.55,S,1,W C 6609,W,0,0,Unknown,1,1,2.145931282948669,7.55,1,7.55,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
237,2,male,44.0,1,0,26.0,S,0,26707,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,1,26.0,"(40.0, 80.0]","(21.679, 39.688]",male_2,"male_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",0
238,2,female,8.0,0,2,26.25,S,0,C A 31921,C,0,0,Unknown,3,0,3.305053521109253,8.75,3,8.75,"(0.419, 20.0]","(21.679, 39.688]",female_2,"female_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
239,2,male,19.0,0,0,10.5,S,0,28665,NONE,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(0.419, 20.0]","(7.854, 10.5]",male_2,"male_(0.419, 20.0]",S_2,"2_(7.854, 10.5]",0
240,2,male,33.0,0,0,12.275,S,0,SCO W 1585,OTHER,0,0,Unknown,1,1,2.5858825671280026,12.275,1,12.275,"(30.0, 40.0]","(10.5, 21.679]",male_2,"male_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",0
241,3,female,21.5,1,0,14.4542,C,1,2665,NONE,0,0,Unknown,2,0,2.737880811060884,7.2271,2,7.2271,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",C_3,"3_(10.5, 21.679]",0
242,3,female,21.5,1,0,15.5,Q,1,367230,NONE,0,0,Unknown,2,0,2.803360380906535,7.75,2,7.75,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",Q_3,"3_(10.5, 21.679]",1
243,2,male,29.0,0,0,10.5,S,0,W C 14263,W,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(25.0, 30.0]","(7.854, 10.5]",male_2,"male_(25.0, 30.0]",S_2,"2_(7.854, 10.5]",0
244,3,male,22.0,0,0,7.125,S,0,STON O 2 3101275,STON,0,0,Unknown,1,1,2.094945728215801,7.125,1,7.125,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
245,3,male,30.0,0,0,7.225,C,0,2694,NONE,0,0,Unknown,1,1,2.107178296651436,7.225,1,7.225,"(25.0, 30.0]","(-0.001, 7.854]",male_3,"male_(25.0, 30.0]",C_3,"3_(-0.001, 7.854]",0
246,1,male,44.0,2,0,90.0,Q,0,19928,NONE,0,1,C,3,0,4.51085950651685,30.0,2,45.0,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",Q_1,"1_(39.688, 512.329]",0
247,3,female,25.0,0,0,7.775,S,0,347071,NONE,0,0,Unknown,1,1,2.1719067693519296,7.775,1,7.775,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
248,2,female,24.0,0,2,14.5,S,0,250649,NONE,0,0,Unknown,3,0,2.740840023925201,4.833333333333333,2,7.25,"(20.0, 25.0]","(10.5, 21.679]",female_2,"female_(20.0, 25.0]",S_2,"2_(10.5, 21.679]",1
249,1,male,37.0,1,1,52.5542,S,0,11751,NONE,0,1,D,3,0,3.980694225190728,17.518066666666666,2,26.2771,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
250,2,male,54.0,1,0,26.0,S,0,244252,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,2,13.0,"(40.0, 80.0]","(21.679, 39.688]",male_2,"male_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",0
251,3,male,25.0,0,0,7.25,S,1,362316,NONE,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
252,3,female,29.0,1,1,10.4625,S,0,347054,NONE,0,1,G,3,0,2.4390808375825834,3.4875000000000003,2,5.23125,"(25.0, 30.0]","(7.854, 10.5]",female_3,"female_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
253,1,male,62.0,0,0,26.55,S,0,113514,NONE,0,1,C,1,1,3.316002535598924,26.55,1,26.55,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
254,3,male,30.0,1,0,16.1,S,0,A 5 3336,A,0,0,Unknown,2,0,2.8390784635086144,8.05,2,8.05,"(25.0, 30.0]","(10.5, 21.679]",male_3,"male_(25.0, 30.0]",S_3,"3_(10.5, 21.679]",0
255,3,female,41.0,0,2,20.2125,S,0,370129,NONE,0,0,Unknown,3,0,3.0545906305603445,6.7375,2,10.10625,"(40.0, 80.0]","(10.5, 21.679]",female_3,"female_(40.0, 80.0]",S_3,"3_(10.5, 21.679]",0
256,3,female,29.0,0,2,15.2458,C,0,2650,NONE,0,0,Unknown,3,0,2.787834413830345,5.081933333333333,1,15.2458,"(25.0, 30.0]","(10.5, 21.679]",female_3,"female_(25.0, 30.0]",C_3,"3_(10.5, 21.679]",1
257,1,female,35.0,0,0,79.2,C,1,PC 17585,PC,0,0,Unknown,1,1,4.384523514872469,79.2,1,79.2,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
258,1,female,30.0,0,0,86.5,S,0,110152,NONE,0,1,B,1,1,4.471638793363569,86.5,3,28.83333333333333,"(25.0, 30.0]","(39.688, 512.329]",female_1,"female_(25.0, 30.0]",S_1,"1_(39.688, 512.329]",1
259,1,female,35.0,0,0,512.3292,C,0,PC 17755,PC,0,0,Unknown,1,1,6.240917354759096,512.3292,3,170.7764,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
260,2,female,50.0,0,1,26.0,S,0,230433,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,2,13.0,"(40.0, 80.0]","(21.679, 39.688]",female_2,"female_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",1
261,3,male,25.0,0,0,7.75,Q,1,384461,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
262,3,male,3.0,4,2,31.3875,S,0,347077,NONE,0,0,Unknown,7,0,3.4777725458882283,4.483928571428572,4,7.846875,"(0.419, 20.0]","(21.679, 39.688]",male_3,"male_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",1
263,1,male,52.0,1,1,79.65,S,0,110413,NONE,0,1,E,3,0,4.390118804571218,26.55,3,26.55,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",0
264,1,male,40.0,0,0,0.0,S,0,112059,NONE,0,1,B,1,1,0.0,0.0,1,0.0,"(30.0, 40.0]","(-0.001, 7.854]",male_1,"male_(30.0, 40.0]",S_1,"1_(-0.001, 7.854]",0
265,3,female,21.5,0,0,7.75,Q,1,382649,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
266,2,male,36.0,0,0,10.5,S,0,C A 17248,C,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(30.0, 40.0]","(7.854, 10.5]",male_2,"male_(30.0, 40.0]",S_2,"2_(7.854, 10.5]",0
267,3,male,16.0,4,1,39.6875,S,0,3101295,NONE,0,0,Unknown,6,0,3.705920919968788,6.614583333333333,6,6.614583333333333,"(0.419, 20.0]","(21.679, 39.688]",male_3,"male_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
268,3,male,25.0,1,0,7.775,S,0,347083,NONE,0,0,Unknown,2,0,2.1719067693519296,3.8875,1,7.775,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",1
269,1,female,58.0,0,1,153.4625,S,0,PC 17582,PC,0,1,C,2,0,5.039951348430309,76.73125,3,51.15416666666667,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",1
270,1,female,35.0,0,0,135.6333,S,0,PC 17760,PC,0,1,C,1,1,4.91730069488021,135.6333,3,45.2111,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
271,1,male,40.0,0,0,31.0,S,1,113798,NONE,0,0,Unknown,1,1,3.4657359027997265,31.0,2,15.5,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",0
272,3,male,25.0,0,0,0.0,S,0,LINE,OTHER,0,0,Unknown,1,1,0.0,0.0,4,0.0,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",1
273,2,female,41.0,0,1,19.5,S,0,250644,NONE,0,0,Unknown,2,0,3.0204248861443626,9.75,2,9.75,"(40.0, 80.0]","(10.5, 21.679]",female_2,"female_(40.0, 80.0]",S_2,"2_(10.5, 21.679]",1
274,1,male,37.0,0,1,29.7,C,0,PC 17596,PC,0,1,C,2,0,3.4242626545931514,14.85,1,29.7,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",C_1,"1_(21.679, 39.688]",0
275,3,female,21.5,0,0,7.75,Q,1,370375,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",1
276,1,female,63.0,1,0,77.9583,S,0,13502,NONE,0,1,D,2,0,4.368919865004903,38.97915,3,25.9861,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",1
277,3,female,45.0,0,0,7.75,S,0,347073,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(40.0, 80.0]","(-0.001, 7.854]",female_3,"female_(40.0, 80.0]",S_3,"3_(-0.001, 7.854]",0
278,2,male,30.0,0,0,0.0,S,1,239853,NONE,0,0,Unknown,1,1,0.0,0.0,3,0.0,"(25.0, 30.0]","(-0.001, 7.854]",male_2,"male_(25.0, 30.0]",S_2,"2_(-0.001, 7.854]",0
279,3,male,7.0,4,1,29.125,Q,0,382652,NONE,0,0,Unknown,6,0,3.405355391810819,4.854166666666667,5,5.825,"(0.419, 20.0]","(21.679, 39.688]",male_3,"male_(0.419, 20.0]",Q_3,"3_(21.679, 39.688]",0
280,3,female,35.0,1,1,20.25,S,0,C A 2673,C,0,0,Unknown,3,0,3.056356895370426,6.75,2,10.125,"(30.0, 40.0]","(10.5, 21.679]",female_3,"female_(30.0, 40.0]",S_3,"3_(10.5, 21.679]",1
281,3,male,65.0,0,0,7.75,Q,0,336439,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",Q_3,"3_(-0.001, 7.854]",0
282,3,male,28.0,0,0,7.8542,S,0,347464,NONE,0,0,Unknown,1,1,2.180891922715322,7.8542,1,7.8542,"(25.0, 30.0]","(-0.001, 7.854]",male_3,"male_(25.0, 30.0]",S_3,"3_(-0.001, 7.854]",0
283,3,male,16.0,0,0,9.5,S,0,345778,NONE,0,0,Unknown,1,1,2.3513752571634776,9.5,1,9.5,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
284,3,male,19.0,0,0,8.05,S,0,A 5 10482,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",1
285,1,male,40.0,0,0,26.0,S,1,113056,NONE,0,1,A,1,1,3.295836866004329,26.0,1,26.0,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",0
286,3,male,33.0,0,0,8.6625,C,0,349239,NONE,0,0,Unknown,1,1,2.2682524139135403,8.6625,1,8.6625,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",C_3,"3_(7.854, 10.5]",0
287,3,male,30.0,0,0,9.5,S,0,345774,NONE,0,0,Unknown,1,1,2.3513752571634776,9.5,1,9.5,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",1
288,3,male,22.0,0,0,7.8958,S,0,349206,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
289,2,male,42.0,0,0,13.0,S,0,237798,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(40.0, 80.0]","(10.5, 21.679]",male_2,"male_(40.0, 80.0]",S_2,"2_(10.5, 21.679]",1
290,3,female,22.0,0,0,7.75,Q,0,370373,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",1
291,1,female,26.0,0,0,78.85,S,0,19877,NONE,0,0,Unknown,1,1,4.380149874661021,78.85,2,39.425,"(25.0, 30.0]","(39.688, 512.329]",female_1,"female_(25.0, 30.0]",S_1,"1_(39.688, 512.329]",1
292,1,female,19.0,1,0,91.0792,C,0,11967,NONE,0,1,B,2,0,4.5226490762785785,45.5396,2,45.5396,"(0.419, 20.0]","(39.688, 512.329]",female_1,"female_(0.419, 20.0]",C_1,"1_(39.688, 512.329]",1
293,2,male,36.0,0,0,12.875,C,0,SC Paris 2163,SC,0,1,D,1,1,2.630088659632498,12.875,1,12.875,"(30.0, 40.0]","(10.5, 21.679]",male_2,"male_(30.0, 40.0]",C_2,"2_(10.5, 21.679]",0
294,3,female,24.0,0,0,8.85,S,0,349236,NONE,0,0,Unknown,1,1,2.2874714551839976,8.85,1,8.85,"(20.0, 25.0]","(7.854, 10.5]",female_3,"female_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
295,3,male,24.0,0,0,7.8958,S,0,349233,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
296,1,male,40.0,0,0,27.7208,C,1,PC 17612,PC,0,0,Unknown,1,1,3.357621598945279,27.7208,1,27.7208,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",C_1,"1_(21.679, 39.688]",0
297,3,male,23.5,0,0,7.2292,C,0,2693,NONE,0,0,Unknown,1,1,2.1076888046179385,7.2292,1,7.2292,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",0
298,1,female,2.0,1,2,151.55,S,0,113781,NONE,0,1,C,4,0,5.027492411162679,37.8875,4,37.8875,"(0.419, 20.0]","(39.688, 512.329]",female_1,"female_(0.419, 20.0]",S_1,"1_(39.688, 512.329]",0
299,1,male,40.0,0,0,30.5,S,1,19988,NONE,0,1,C,1,1,3.449987545831587,30.5,1,30.5,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",1
300,1,female,50.0,0,1,247.5208,C,0,PC 17558,PC,0,1,B,2,0,5.515526544247129,123.7604,2,123.7604,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
301,3,female,21.5,0,0,7.75,Q,1,9234,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",1
302,3,male,25.0,2,0,23.25,Q,1,367226,NONE,0,0,Unknown,3,0,3.188416617383492,7.75,2,11.625,"(20.0, 25.0]","(21.679, 39.688]",male_3,"male_(20.0, 25.0]",Q_3,"3_(21.679, 39.688]",1
303,3,male,19.0,0,0,0.0,S,0,LINE,OTHER,0,0,Unknown,1,1,0.0,0.0,4,0.0,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",S_3,"3_(-0.001, 7.854]",0
304,2,female,28.0,0,0,12.35,Q,1,226593,NONE,0,1,E,1,1,2.5915163848462583,12.35,1,12.35,"(25.0, 30.0]","(10.5, 21.679]",female_2,"female_(25.0, 30.0]",Q_2,"2_(10.5, 21.679]",1
305,3,male,25.0,0,0,8.05,S,1,A 5 2466,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
306,1,male,0.92,1,2,151.55,S,0,113781,NONE,0,1,C,4,0,5.027492411162679,37.8875,4,37.8875,"(0.419, 20.0]","(39.688, 512.329]",male_1,"male_(0.419, 20.0]",S_1,"1_(39.688, 512.329]",1
307,1,female,35.0,0,0,110.8833,C,1,17421,NONE,0,0,Unknown,1,1,4.717456363787216,110.8833,4,27.720825,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
308,1,female,17.0,1,0,108.9,C,0,PC 17758,PC,0,1,C,2,0,4.699570861409576,54.45,2,54.45,"(0.419, 20.0]","(39.688, 512.329]",female_1,"female_(0.419, 20.0]",C_1,"1_(39.688, 512.329]",1
309,2,male,30.0,1,0,24.0,C,0,P PP 3381,OTHER,0,0,Unknown,2,0,3.218875824868201,12.0,2,12.0,"(25.0, 30.0]","(21.679, 39.688]",male_2,"male_(25.0, 30.0]",C_2,"2_(21.679, 39.688]",0
310,1,female,30.0,0,0,56.9292,C,0,PC 17485,PC,0,1,E,1,1,4.0592215752427645,56.9292,2,28.4646,"(25.0, 30.0]","(39.688, 512.329]",female_1,"female_(25.0, 30.0]",C_1,"1_(39.688, 512.329]",1
311,1,female,24.0,0,0,83.1583,C,0,11767,NONE,0,1,C,1,1,4.432699549165613,83.1583,2,41.57915,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",1
312,1,female,18.0,2,2,262.375,C,0,PC 17608,PC,0,1,B,5,0,5.5735788721243535,52.475,2,131.1875,"(0.419, 20.0]","(39.688, 512.329]",female_1,"female_(0.419, 20.0]",C_1,"1_(39.688, 512.329]",1
313,2,female,26.0,1,1,26.0,S,0,250651,NONE,0,0,Unknown,3,0,3.295836866004329,8.666666666666666,1,26.0,"(25.0, 30.0]","(21.679, 39.688]",female_2,"female_(25.0, 30.0]",S_2,"2_(21.679, 39.688]",0
314,3,male,28.0,0,0,7.8958,S,0,349243,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
315,2,male,43.0,1,1,26.25,S,0,F C C 13529,OTHER,0,0,Unknown,3,0,3.305053521109253,8.75,3,8.75,"(40.0, 80.0]","(21.679, 39.688]",male_2,"male_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",0
316,3,female,26.0,0,0,7.8542,S,0,347470,NONE,0,0,Unknown,1,1,2.180891922715322,7.8542,1,7.8542,"(25.0, 30.0]","(-0.001, 7.854]",female_3,"female_(25.0, 30.0]",S_3,"3_(-0.001, 7.854]",1
317,2,female,24.0,1,0,26.0,S,0,244367,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,2,13.0,"(20.0, 25.0]","(21.679, 39.688]",female_2,"female_(20.0, 25.0]",S_2,"2_(21.679, 39.688]",1
318,2,male,54.0,0,0,14.0,S,0,29011,NONE,0,0,Unknown,1,1,2.70805020110221,14.0,1,14.0,"(40.0, 80.0]","(10.5, 21.679]",male_2,"male_(40.0, 80.0]",S_2,"2_(10.5, 21.679]",0
319,1,female,31.0,0,2,164.8667,S,0,36928,NONE,0,1,C,3,0,5.11118445372147,54.95556666666667,2,82.43335,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
320,1,female,40.0,1,1,134.5,C,0,16966,NONE,0,1,E,3,0,4.908971640319756,44.833333333333336,2,67.25,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
321,3,male,22.0,0,0,7.25,S,0,A 5 21172,A,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
322,3,male,27.0,0,0,7.8958,S,0,349219,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
323,2,female,30.0,0,0,12.35,Q,0,234818,NONE,0,0,Unknown,1,1,2.5915163848462583,12.35,1,12.35,"(25.0, 30.0]","(10.5, 21.679]",female_2,"female_(25.0, 30.0]",Q_2,"2_(10.5, 21.679]",1
324,2,female,22.0,1,1,29.0,S,0,248738,NONE,0,0,Unknown,3,0,3.4011973816621555,9.666666666666666,2,14.5,"(20.0, 25.0]","(21.679, 39.688]",female_2,"female_(20.0, 25.0]",S_2,"2_(21.679, 39.688]",1
325,3,male,25.0,8,2,69.55,S,1,CA 2343,CA,0,0,Unknown,11,0,4.256321678298823,6.322727272727272,7,9.935714285714283,"(20.0, 25.0]","(39.688, 512.329]",male_3,"male_(20.0, 25.0]",S_3,"3_(39.688, 512.329]",0
326,1,female,36.0,0,0,135.6333,C,0,PC 17760,PC,0,1,C,1,1,4.91730069488021,135.6333,3,45.2111,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
327,3,male,61.0,0,0,6.2375,S,0,345364,NONE,0,0,Unknown,1,1,1.9792758428991133,6.2375,1,6.2375,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",S_3,"3_(-0.001, 7.854]",0
328,2,female,36.0,0,0,13.0,S,0,28551,NONE,0,1,D,1,1,2.6390573296152584,13.0,1,13.0,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",1
329,3,female,31.0,1,1,20.525,S,0,363291,NONE,0,0,Unknown,3,0,3.0692150503137943,6.841666666666666,3,6.841666666666666,"(30.0, 40.0]","(10.5, 21.679]",female_3,"female_(30.0, 40.0]",S_3,"3_(10.5, 21.679]",1
330,1,female,16.0,0,1,57.9792,C,0,111361,NONE,0,1,B,2,0,4.077184839375167,28.9896,2,28.9896,"(0.419, 20.0]","(39.688, 512.329]",female_1,"female_(0.419, 20.0]",C_1,"1_(39.688, 512.329]",1
331,3,female,21.5,2,0,23.25,Q,1,367226,NONE,0,0,Unknown,3,0,3.188416617383492,7.75,2,11.625,"(20.0, 25.0]","(21.679, 39.688]",female_3,"female_(20.0, 25.0]",Q_3,"3_(21.679, 39.688]",1
332,1,male,45.5,0,0,28.5,S,0,113043,NONE,0,1,C,1,1,3.3843902633457743,28.5,1,28.5,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
333,1,male,38.0,0,1,153.4625,S,0,PC 17582,PC,0,1,C,2,0,5.039951348430309,76.73125,3,51.15416666666667,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",0
