PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,AgeMissing,CabinDeck,Survived
848,3,male,35.0,0,0,7.8958,C,Mr,0,Unknown,0
849,2,male,28.0,0,1,33.0,S,Officer,0,Unknown,0
850,1,female,35.0,1,0,89.1042,C,Mrs,1,C,1
851,3,male,4.0,4,2,31.275,S,Master,0,Unknown,0
852,3,male,74.0,0,0,7.775,S,Mr,0,Unknown,0
853,3,female,9.0,1,1,15.2458,C,Miss,0,Unknown,0
854,1,female,16.0,0,1,39.4,S,Miss,0,D,1
855,2,female,44.0,1,0,26.0,S,Mrs,0,Unknown,0
856,3,female,18.0,0,1,9.35,S,Mrs,0,Unknown,1
857,1,female,45.0,1,1,164.8667,S,Mrs,0,Unknown,1
858,1,male,51.0,0,0,26.55,S,Mr,0,E,1
859,3,female,24.0,0,3,19.2583,C,Mrs,0,Unknown,1
860,3,male,25.0,0,0,7.2292,C,Mr,1,Unknown,0
861,3,male,41.0,2,0,14.1083,S,Mr,0,Unknown,0
862,2,male,21.0,1,0,11.5,S,Mr,0,Unknown,0
863,1,female,48.0,0,0,25.9292,S,Mrs,0,D,1
864,3,female,21.5,8,2,69.55,S,Miss,1,Unknown,0
865,2,male,24.0,0,0,13.0,S,Mr,0,Unknown,0
866,2,female,42.0,0,0,13.0,S,Mrs,0,Unknown,1
867,2,female,27.0,1,0,13.8583,C,Miss,0,Unknown,1
868,1,male,31.0,0,0,50.4958,S,Mr,0,A,0
869,3,male,25.0,0,0,9.5,S,Mr,1,Unknown,0
870,3,male,4.0,1,1,11.1333,S,Master,0,Unknown,1
871,3,male,26.0,0,0,7.8958,S,Mr,0,Unknown,0
872,1,female,47.0,1,1,52.5542,S,Mrs,0,D,1
873,1,male,33.0,0,0,5.0,S,Mr,0,B,0
874,3,male,47.0,0,0,9.0,S,Mr,0,Unknown,0
875,2,female,28.0,1,0,24.0,C,Mrs,0,Unknown,1
876,3,female,15.0,0,0,7.225,C,Miss,0,Unknown,1
877,3,male,20.0,0,0,9.8458,S,Mr,0,Unknown,0
878,3,male,19.0,0,0,7.8958,S,Mr,0,Unknown,0
879,3,male,25.0,0,0,7.8958,S,Mr,1,Unknown,0
880,1,female,56.0,0,1,83.1583,C,Mrs,0,C,1
881,2,female,25.0,0,1,26.0,S,Mrs,0,Unknown,1
882,3,male,33.0,0,0,7.8958,S,Mr,0,Unknown,0
883,3,female,22.0,0,0,10.5167,S,Miss,0,Unknown,0
884,2,male,28.0,0,0,10.5,S,Mr,0,Unknown,0
885,3,male,25.0,0,0,7.05,S,Mr,0,Unknown,0
886,3,female,39.0,0,5,29.125,Q,Mrs,0,Unknown,0
887,2,male,27.0,0,0,13.0,S,Officer,0,Unknown,0
888,1,female,19.0,0,0,30.0,S,Miss,0,B,1
889,3,female,21.5,1,2,23.45,S,Miss,1,Unknown,0
890,1,male,26.0,0,0,30.0,C,Mr,0,C,1
891,3,male,32.0,0,0,7.75,Q,Mr,0,Unknown,0
